timestamp,command,Up,Down,Right,Left,Select,Start,Y,B,X,A,L,R
1746310696.7541714,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.7721865,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.7901857,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.8081884,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.8261716,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.8441648,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.8621633,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.8801618,"^,<",True,False,False,True,False,False,False,False,False,False,False,False
1746310696.898188,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310697.0781655,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.0961647,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.114164,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.1321614,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.1501632,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.168162,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.186162,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.2041895,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.2221882,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.24019,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.2581887,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.2761664,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.2941637,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.3121915,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.3301628,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.3481674,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.3661685,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.384189,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.4021633,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.420189,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.4381893,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.4561884,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.4741738,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.492164,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.5101678,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.5281646,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.546162,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.5641649,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.582162,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.6001856,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.6181855,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.636189,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.6541884,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.6721668,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.6901703,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.7081652,"^,>",True,False,True,False,False,False,False,False,False,False,False,False
1746310697.7261646,^,True,False,False,False,False,False,False,False,False,False,False,False
1746310697.8701904,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.8881886,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.9061892,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310697.9241614,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.9421663,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.9601717,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.978165,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310697.9961624,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.014191,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.0321612,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.050189,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.0681877,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.0861893,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.104188,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.1221626,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.1401637,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.1581852,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.1761634,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310698.1941917,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.2121906,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.23019,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.248188,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.2661624,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.2841642,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.30219,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.320189,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.3381631,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.3561883,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.3741903,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.3921878,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.4101903,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310698.6261668,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.64417,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.6621673,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.6801915,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.6981633,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.7161622,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.7341733,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.7521887,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.7701917,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.7881622,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.806168,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.824189,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.8421893,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.8601916,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.878165,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.8961885,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.9141889,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.932164,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.9501643,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.9681644,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310698.986169,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310699.0041668,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310699.022168,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310699.040166,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310699.0581703,<,False,False,False,True,False,False,False,False,False,False,False,False
1746310699.0761764,">,<",False,False,True,True,False,False,False,False,False,False,False,False
1746310699.0941696,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.112168,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.130171,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.1481707,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.1661713,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.184169,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.2021716,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.2201693,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.238171,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.2561698,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.2741685,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.2921703,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.3101697,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.3281765,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.3461664,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.3641694,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.382162,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.4001734,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.4181688,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.4361668,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.4541652,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.472167,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.4901698,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.508167,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.5261698,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.5441637,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.5621872,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.580191,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.5981934,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.6161883,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.6341696,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.6521893,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.6701665,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310699.6881633,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310699.7061615,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310699.7241623,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310699.7421863,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310699.7601638,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310699.7781625,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310699.7961617,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310699.8141632,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310700.1381888,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.1561685,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.1741683,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.192168,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.2101636,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.2281685,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.2461898,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.2641878,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.2821898,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.3001623,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.3181903,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.3361878,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.3541896,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.3721626,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.390163,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.4081635,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.4261737,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.4441652,>,False,False,True,False,False,False,False,False,False,False,False,False
1746310700.4621658,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310700.4801672,"v,>",False,True,True,False,False,False,False,False,False,False,False,False
1746310700.498163,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310700.5161903,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310700.5341637,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310700.5521677,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310700.5701702,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310700.5881886,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310700.606163,v,False,True,False,False,False,False,False,False,False,False,False,False
1746310701.290207,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.308188,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.3261926,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.3441665,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.362195,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.3801885,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.3981636,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.4161644,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.4341884,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.4521625,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.524186,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.5421653,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.5601666,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.5781922,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.5961878,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.6141636,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.6321626,"punch1,punch2",False,False,False,False,False,False,False,False,True,True,False,False
1746310701.6501875,"punch1,punch2",False,False,False,False,False,False,False,False,True,True,False,False
1746310701.6674,"punch1,punch2",False,False,False,False,False,False,False,False,True,True,False,False
1746310701.6853726,"punch1,punch2",False,False,False,False,False,False,False,False,True,True,False,False
1746310701.703382,"punch1,punch2",False,False,False,False,False,False,False,False,True,True,False,False
1746310701.721401,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.739642,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.7576418,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.7756667,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310701.9376414,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.9556458,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.973643,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310701.9916544,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310702.0096483,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310702.0286496,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310702.0466464,punch1,False,False,False,False,False,False,False,False,False,True,False,False
1746310702.1186438,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310702.136669,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310702.1546683,punch2,False,False,False,False,False,False,False,False,True,False,False,False
1746310702.1726437,punch2,False,False,False,False,False,False,False,False,True,False,False,False
